FORMAT 1
KERNEL S
SOURCE (s|S|s)
SHELLS 5 6

# E <id> <alpha> <beta> <mu> <p>
T 0  -2835 16 2  1
T 1  15 4 30  2
T 1  -75 4 7  193
T 1  105 2 3  3
T 1  405 4 2  4
T 2  1035 1144 14  5
T 2  435 1144 462  194
T 2  -45 26 30  6
T 2  225 26 7  195
T 2  -315 22 3  7
T 2  -45 2 2  8
T 3  -2247 4862 10  9
T 3  -525 4862 143  196
T 3  -1035 4862 14  10
T 3  -435 4862 462  197
T 3  3 13 30  11
T 3  -15 13 7  198
T 3  210 143 3  12
T 3  45 22 2  13
T 4  -60 4199 33  14
T 4  60 4199 286  199
T 4  107 2431 10  16
T 4  25 2431 143  200
T 4  1035 92378 14  17
T 4  435 92378 462  201
T 4  -2 221 30  18
T 4  10 221 7  202
T 4  -7 143 3  19
T 4  -9 143 2  20
T 5  2835 32 2  21
ROW -2 -2 31
T 0  -315 8 2  22
T 0  -945 4 2  23
T 1  -25 2 2  24
T 1  -15 4 70  86
T 1  35 1 2  25
T 1  135 1 2  26
T 2  4305 572 2  27
T 2  405 1144 462  87
T 2  75 13 2  28
T 2  45 26 70  89
T 2  -105 11 2  29
T 2  -30 1 2  30
T 3  -2835 2431 2  31
T 3  -63 4862 10010  90
T 3  -4305 2431 2  32
T 3  -405 4862 462  92
T 3  -10 13 2  33
T 3  -3 13 70  94
T 3  140 143 2  34
T 3  30 11 2  35
T 4  -495 4199 2  36
T 4  45 8398 2002  95
T 4  270 2431 2  38
T 4  3 2431 10010  97
T 4  4305 46189 2  39
T 4  405 92378 462  99
T 4  20 663 2  40
T 4  2 221 70  101
T 4  -14 429 2  41
T 4  -12 143 2  42
T 5  945 8 2  43
ROW -2 -1 36
T 0  -315 32 30  0
T 0  -2205 32 2  65
T 0  945 16 5  1
T 1  20 1 3  2
T 1  5 4 14  66
T 1  35 4 30  3
T 1  245 4 2  67
T 1  -135 4 5  4
T 2  -735 572 35  5
T 2  135 572 105  68
T 2  -120 13 3  6
T 2  -15 26 14  70
T 2  -105 44 30  7
T 2  -735 44 2  71
T 2  15 2 5  8
T 3  1449 2431 1  9
T 3  -189 4862 462  72
T 3  735 2431 35  10
T 3  -135 2431 105  74
T 3  16 13 3  11
T 3  1 13 14  76
T 3  35 143 30  12
T 3  245 143 2  77
T 3  -15 22 5  13
T 4  36 4199 330  14
T 4  12 4199 6006  78
T 4  -138 2431 1  16
T 4  9 2431 462  80
T 4  -735 46189 35  17
T 4  135 46189 105  82
T 4  -32 663 3  18
T 4  -2 663 14  84
T 4  -7 858 30  19
T 4  -49 858 2  85
T 4  3 143 5  20
T 5  -945 32 5  21
ROW -2 0 15
T 0  945 16 7  149
T 1  -45 1 1  150
T 1  -105 2 7  151
T 2  945 572 10  152
T 2  270 13 1  153
T 2  315 22 7  154
T 3  21 2431 462  156
T 3  -945 2431 10  157
T 3  -36 13 1  158
T 3  -210 143 7  159
T 4  -36 4199 1001  161
T 4  -2 2431 462  163
T 4  945 46189 10  164
T 4  24 221 1  165
T 4  7 143 7  166
ROW -2 1 36
T 0  2205 32 2  128
T 0  -315 32 30  167
T 0  945 16 5  168
T 1  -5 4 14  129
T 1  20 1 3  169
T 1  -245 4 2  130
T 1  35 4 30  170
T 1  -135 4 5  171
T 2  -135 572 105  132
T 2  -735 572 35  172
T 2  15 26 14  133
T 2  -120 13 3  173
T 2  735 44 2  134
T 2  -105 44 30  174
T 2  15 2 5  175
T 3  189 4862 462  136
T 3  1449 2431 1  177
T 3  135 2431 105  138
T 3  735 2431 35  178
T 3  -1 13 14  139
T 3  16 13 3  179
T 3  -245 143 2  140
T 3  35 143 30  180
T 3  -15 22 5  181
T 4  -12 4199 6006  142
T 4  36 4199 330  183
T 4  -9 2431 462  144
T 4  -138 2431 1  185
T 4  -135 46189 105  146
T 4  -735 46189 35  186
T 4  2 663 14  147
T 4  -32 663 3  187
T 4  49 858 2  148
T 4  -7 858 30  188
T 4  3 143 5  189
T 5  -945 32 5  190
ROW -2 2 10
T 1  15 4 70  112
T 2  -405 1144 462  114
T 2  -45 26 70  115
T 3  63 4862 10010  117
T 3  405 4862 462  119
T 3  3 13 70  120
T 4  -45 8398 2002  122
T 4  -3 2431 10010  124
T 4  -405 92378 462  126
T 4  -2 221 70  127
ROW -2 3 31
T 0  945 16 3  167
T 0  2835 16 2  168
T 1  75 4 7  102
T 1  -15 4 30  169
T 1  -105 2 3  170
T 1  -405 4 2  171
T 2  -435 1144 462  103
T 2  -1035 1144 14  172
T 2  -225 26 7  104
T 2  45 26 30  173
T 2  315 22 3  174
T 2  45 2 2  175
T 3  525 4862 143  105
T 3  2247 4862 10  177
T 3  435 4862 462  106
T 3  1035 4862 14  178
T 3  15 13 7  107
T 3  -3 13 30  179
T 3  -210 143 3  180
T 3  -45 22 2  181
T 4  -60 4199 286  108
T 4  60 4199 33  183
T 4  -25 2431 143  109
T 4  -107 2431 10  185
T 4  -435 92378 462  110
T 4  -1035 92378 14  186
T 4  -10 221 7  111
T 4  2 221 30  187
T 4  7 143 3  188
T 4  9 143 2  189
T 5  -2835 32 2  190
ROW -2 4 21
T 0  945 16 1  149
T 1  -15 1 7  150
T 1  -105 2 1  151
T 2  -15 1144 10010  113
T 2  435 1144 70  152
T 2  90 13 7  153
T 2  315 22 1  154
T 3  189 4862 286  116
T 3  861 4862 66  156
T 3  15 4862 10010  118
T 3  -435 4862 70  157
T 3  -12 13 7  158
T 3  -210 143 1  159
T 4  -6 4199 24310  121
T 4  18 4199 143  161
T 4  -9 2431 286  123
T 4  -41 2431 66  163
T 4  -15 92378 10010  125
T 4  435 92378 70  164
T 4  8 221 7  165
T 4  7 143 1  166
ROW -2 5 21
T 0  -315 16 33  128
T 1  -5 4 231  129
T 1  35 2 33  130
T 2  105 104 130  131
T 2  375 1144 770  132
T 2  15 26 231  133
T 2  -105 22 33  134
T 3  -21 221 39  135
T 3  189 442 7  136
T 3  -105 442 130  137
T 3  -375 4862 770  138
T 3  -1 13 231  139
T 3  70 143 33  140
T 4  -36 4199 442  141
T 4  12 4199 91  142
T 4  2 221 39  143
T 4  -9 221 7  144
T 4  105 8398 130  145
T 4  375 92378 770  146
T 4  2 663 231  147
T 4  -7 429 33  148
ROW -2 6 13
T 1  15 4 154  112
T 2  75 104 210  114
T 2  -45 26 154  115
T 3  -21 221 442  155
T 3  21 442 182  117
T 3  -75 442 210  119
T 3  3 13 154  120
T 4  -3 4199 25194  160
T 4  3 8398 910  122
T 4  2 221 442  162
T 4  -1 221 182  124
T 4  75 8398 210  126
T 4  -2 221 154  127
ROW -1 -6 16
T 1  15 4 55  193
T 2  225 104 30  194
T 2  15 104 2730  69
T 2  -45 26 55  195
T 3  21 442 455  196
T 3  42 221 91  73
T 3  -225 442 30  197
T 3  -15 442 2730  75
T 3  3 13 55  198
T 4  3 4199 910  199
T 4  3 4199 9282  79
T 4  -1 221 455  200
T 4  -4 221 91  81
T 4  225 8398 30  201
T 4  15 8398 2730  83
T 4  -2 221 55  202
ROW -1 -5 16
T 1  -45 8 66  86
T 2  75 52 10  87
T 2  -15 13 65  88
T 2  135 52 66  89
T 3  147 884 78  90
T 3  63 442 91  91
T 3  -75 221 10  92
T 3  60 221 65  93
T 3  -9 26 66  94
T 4  21 8398 390  95
T 4  6 4199 7735  96
T 4  -7 442 78  97
T 4  -3 221 91  98
T 4  75 4199 10  99
T 4  -60 4199 65  100
T 4  3 221 66  101
ROW -1 -4 25
T 0  315 16 42  65
T 1  -65 8 6  66
T 1  75 8 30  193
T 1  -35 2 42  67
T 2  -75 44 5  68
T 2  -555 572 55  194
T 2  15 4 6  70
T 2  -225 52 30  195
T 2  105 22 42  71
T 3  3087 9724 22  72
T 3  21 9724 30030  196
T 3  75 187 5  74
T 3  555 2431 55  197
T 3  -1 2 6  76
T 3  15 26 30  198
T 3  -70 143 42  77
T 4  21 4199 286  78
T 4  6 4199 15015  199
T 4  -147 4862 22  80
T 4  -1 4862 30030  200
T 4  -75 3553 5  82
T 4  -555 46189 55  201
T 4  1 51 6  84
T 4  -5 221 30  202
T 4  7 429 42  85
ROW -1 -3 20
T 1  15 4 30  48
T 1  15 8 10  86
T 2  -60 13 3  50
T 2  45 572 66  87
T 2  -45 26 30  51
T 2  -45 52 10  89
T 3  21 374 385  53
T 3  -147 9724 1430  90
T 3  240 221 3  55
T 3  -45 2431 66  92
T 3  3 13 30  56
T 3  3 26 10  94
T 4  3 4199 30030  58
T 4  105 8398 286  95
T 4  -1 187 385  60
T 4  7 4862 1430  97
T 4  -240 4199 3  62
T 4  45 46189 66  99
T 4  -2 221 30  63
T 4  -1 221 10  101
ROW -1 -2 36
T 0  -315 16 21  0
T 0  315 16 35  65
T 0  -945 16 14  1
T 1  5 2 210  2
T 1  -55 4 5  66
T 1  35 2 21  3
T 1  -35 2 35  67
T 1  135 4 14  4
T 2  -5505 1144 2  5
T 2  3105 1144 6  68
T 2  -15 13 210  6
T 2  165 26 5  70
T 2  -105 22 21  7
T 2  105 22 35  71
T 2  -15 2 14  8
T 3  126 2431 70  9
T 3  -441 4862 165  72
T 3  5505 4862 2  10
T 3  -3105 4862 6  74
T 3  2 13 210  11
T 3  -11 13 5  76
T 3  70 143 21  12
T 3  -70 143 35  77
T 3  15 22 14  13
T 4  45 4199 231  14
T 4  21 4199 2145  78
T 4  -12 2431 70  16
T 4  21 2431 165  80
T 4  -5505 92378 2  17
T 4  3105 92378 6  82
T 4  -4 663 210  18
T 4  22 663 5  84
T 4  -7 429 21  19
T 4  7 429 35  85
T 4  -3 143 14  20
T 5  945 32 14  21
ROW -1 -1 36
T 0  -315 16 35  22
T 0  315 16 21  47
T 0  -945 16 35  23
T 1  5 1 35  24
T 1  -20 1 3  48
T 1  35 2 35  25
T 1  -35 2 21  49
T 1  135 4 35  26
T 2  -60 143 35  27
T 2  405 286 30  50
T 2  -30 13 35  28
T 2  120 13 3  51
T 2  -105 22 35  29
T 2  105 22 21  52
T 2  -15 2 35  30
T 3  -189 2431 35  31
T 3  -252 2431 154  53
T 3  240 2431 35  32
T 3  -810 2431 30  55
T 3  4 13 35  33
T 3  -16 13 3  56
T 3  70 143 35  34
T 3  -70 143 21  57
T 3  15 22 35  35
T 4  198 4199 35  36
T 4  18 4199 3003  58
T 4  18 2431 35  38
T 4  24 2431 154  60
T 4  -240 46189 35  39
T 4  810 46189 30  62
T 4  -8 663 35  40
T 4  32 663 3  63
T 4  -7 429 35  41
T 4  7 429 21  64
T 4  -3 143 35  42
T 5  945 32 35  43
ROW -1 0 16
T 0  945 16 15  168
T 1  15 1 1  169
T 1  -135 4 15  171
T 2  -15 26 105  172
T 2  -90 13 1  173
T 2  15 2 15  175
T 3  147 187 3  177
T 3  30 221 105  178
T 3  12 13 1  179
T 3  -15 22 15  181
T 4  -126 4199 110  183
T 4  -14 187 3  185
T 4  -30 4199 105  186
T 4  -8 221 1  187
T 4  3 143 15  189
T 5  -945 32 15  190
ROW -1 1 15
T 0  -315 16 21  149
T 1  20 1 3  150
T 1  35 2 21  151
T 2  -405 286 30  152
T 2  -120 13 3  153
T 2  -105 22 21  154
T 3  252 2431 154  156
T 3  810 2431 30  157
T 3  16 13 3  158
T 3  70 143 21  159
T 4  -18 4199 3003  161
T 4  -24 2431 154  163
T 4  -810 46189 30  164
T 4  -32 663 3  165
T 4  -7 429 21  166
ROW -1 2 36
T 0  -315 16 35  128
T 0  315 16 21  167
T 0  945 16 14  168
T 1  55 4 5  129
T 1  -5 2 210  169
T 1  35 2 35  130
T 1  -35 2 21  170
T 1  -135 4 14  171
T 2  -3105 1144 6  132
T 2  5505 1144 2  172
T 2  -165 26 5  133
T 2  15 13 210  173
T 2  -105 22 35  134
T 2  105 22 21  174
T 2  15 2 14  175
T 3  441 4862 165  136
T 3  -126 2431 70  177
T 3  3105 4862 6  138
T 3  -5505 4862 2  178
T 3  11 13 5  139
T 3  -2 13 210  179
T 3  70 143 35  140
T 3  -70 143 21  180
T 3  -15 22 14  181
T 4  -21 4199 2145  142
T 4  -45 4199 231  183
T 4  -21 2431 165  144
T 4  12 2431 70  185
T 4  -3105 92378 6  146
T 4  5505 92378 2  186
T 4  -22 663 5  147
T 4  4 663 210  187
T 4  -7 429 35  148
T 4  7 429 21  188
T 4  3 143 14  189
T 5  -945 32 14  190
ROW -1 3 20
T 1  -15 8 10  112
T 1  -15 4 30  150
T 2  -45 572 66  114
T 2  60 13 3  152
T 2  45 52 10  115
T 2  45 26 30  153
T 3  147 9724 1430  117
T 3  -21 374 385  156
T 3  45 2431 66  119
T 3  -240 221 3  157
T 3  -3 26 10  120
T 3  -3 13 30  158
T 4  -105 8398 286  122
T 4  -3 4199 30030  161
T 4  -7 4862 1430  124
T 4  1 187 385  163
T 4  -45 46189 66  126
T 4  240 4199 3  164
T 4  1 221 10  127
T 4  2 221 30  165
ROW -1 4 25
T 0  -315 16 42  128
T 1  -75 8 30  102
T 1  65 8 6  129
T 1  35 2 42  130
T 2  555 572 55  103
T 2  75 44 5  132
T 2  225 52 30  104
T 2  -15 4 6  133
T 2  -105 22 42  134
T 3  -21 9724 30030  105
T 3  -3087 9724 22  136
T 3  -555 2431 55  106
T 3  -75 187 5  138
T 3  -15 26 30  107
T 3  1 2 6  139
T 3  70 143 42  140
T 4  -6 4199 15015  108
T 4  -21 4199 286  142
T 4  1 4862 30030  109
T 4  147 4862 22  144
T 4  555 46189 55  110
T 4  75 3553 5  146
T 4  5 221 30  111
T 4  -1 51 6  147
T 4  -7 429 42  148
ROW -1 5 16
T 1  45 8 66  112
T 2  15 13 65  113
T 2  -75 52 10  114
T 2  -135 52 66  115
T 3  -63 442 91  116
T 3  -147 884 78  117
T 3  -60 221 65  118
T 3  75 221 10  119
T 3  9 26 66  120
T 4  -6 4199 7735  121
T 4  -21 8398 390  122
T 4  3 221 91  123
T 4  7 442 78  124
T 4  60 4199 65  125
T 4  -75 4199 10  126
T 4  -3 221 66  127
ROW -1 6 16
T 1  -15 4 55  102
T 2  -15 104 2730  131
T 2  -225 104 30  103
T 2  45 26 55  104
T 3  -42 221 91  135
T 3  -21 442 455  105
T 3  15 442 2730  137
T 3  225 442 30  106
T 3  -3 13 55  107
T 4  -3 4199 9282  141
T 4  -3 4199 910  108
T 4  4 221 91  143
T 4  1 221 455  109
T 4  -15 8398 2730  145
T 4  -225 8398 30  110
T 4  2 221 55  111
ROW 0 -6 6
T 2  -225 52 13  113
T 3  -21 221 455  116
T 3  225 221 13  118
T 4  -6 4199 1547  121
T 4  2 221 455  123
T 4  -225 4199 13  125
ROW 0 -5 10
T 1  75 4 11  102
T 2  75 52 6  103
T 2  -225 26 11  104
T 3  -105 442 91  105
T 3  -75 221 6  106
T 3  15 13 11  107
T 4  -36 4199 182  108
T 4  5 221 91  109
T 4  75 4199 6  110
T 4  -10 221 11  111
ROW 0 -4 10
T 1  -15 1 5  112
T 2  300 143 33  114
T 2  90 13 5  115
T 3  -147 2431 715  117
T 3  -1200 2431 33  119
T 3  -12 13 5  120
T 4  -63 4199 143  122
T 4  14 2431 715  124
T 4  1200 46189 33  126
T 4  8 221 5  127
ROW 0 -3 15
T 0  315 8 21  128
T 1  -125 4 3  129
T 1  -35 1 21  130
T 2  1665 572 10  132
T 2  375 26 3  133
T 2  105 11 21  134
T 3  -735 4862 11  136
T 3  -1665 2431 10  138
T 3  -25 13 3  139
T 3  -140 143 21  140
T 4  -84 4199 143  142
T 4  35 2431 11  144
T 4  1665 46189 10  146
T 4  50 663 3  147
T 4  14 429 21  148
ROW 0 -2 15
T 0  315 16 14  149
T 1  -25 2 2  150
T 1  -35 2 14  151
T 2  135 572 5  152
T 2  75 13 2  153
T 2  105 22 14  154
T 3  105 2431 231  156
T 3  -135 2431 5  157
T 3  -10 13 2  158
T 3  -70 143 14  159
T 4  -27 4199 2002  161
T 4  -10 2431 231  163
T 4  135 46189 5  164
T 4  20 663 2  165
T 4  7 429 14  166
ROW 0 -1 21
T 0  -315 16 14  167
T 0  -945 16 21  168
T 1  5 1 35  169
T 1  35 2 14  170
T 1  135 4 21  171
T 2  -1275 286 3  172
T 2  -30 13 35  173
T 2  -105 22 14  174
T 2  -15 2 21  175
T 3  21 143 105  177
T 3  150 143 3  178
T 3  4 13 35  179
T 3  70 143 14  180
T 3  15 22 21  181
T 4  -108 4199 154  183
T 4  -2 143 105  185
T 4  -150 2717 3  186
T 4  -8 663 35  187
T 4  -7 429 14  188
T 4  -3 143 21  189
T 5  945 32 21  190
ROW 0 0 21
T 0  -2205 16 1  22
T 0  -2835 8 1  23
T 1  50 1 1  24
T 1  245 2 1  25
T 1  405 2 1  26
T 2  -1575 143 1  27
T 2  -300 13 1  28
T 2  -735 22 1  29
T 2  -45 1 1  30
T 3  4410 2431 1  31
T 3  6300 2431 1  32
T 3  40 13 1  33
T 3  490 143 1  34
T 3  45 11 1  35
T 4  -1386 4199 1  36
T 4  -420 2431 1  38
T 4  -6300 46189 1  39
T 4  -80 663 1  40
T 4  -49 429 1  41
T 4  -18 143 1  42
T 5  2835 16 1  43
ROW 0 1 21
T 0  -315 16 14  0
T 0  -945 16 21  1
T 1  5 1 35  2
T 1  35 2 14  3
T 1  135 4 21  4
T 2  -1275 286 3  5
T 2  -30 13 35  6
T 2  -105 22 14  7
T 2  -15 2 21  8
T 3  21 143 105  9
T 3  150 143 3  10
T 3  4 13 35  11
T 3  70 143 14  12
T 3  15 22 21  13
T 4  -108 4199 154  14
T 4  -2 143 105  16
T 4  -150 2717 3  17
T 4  -8 663 35  18
T 4  -7 429 14  19
T 4  -3 143 21  20
T 5  945 32 21  21
ROW 0 2 15
T 0  315 16 14  47
T 1  -25 2 2  48
T 1  -35 2 14  49
T 2  135 572 5  50
T 2  75 13 2  51
T 2  105 22 14  52
T 3  105 2431 231  53
T 3  -135 2431 5  55
T 3  -10 13 2  56
T 3  -70 143 14  57
T 4  -27 4199 2002  58
T 4  -10 2431 231  60
T 4  135 46189 5  62
T 4  20 663 2  63
T 4  7 429 14  64
ROW 0 3 15
T 0  315 8 21  65
T 1  -125 4 3  66
T 1  -35 1 21  67
T 2  1665 572 10  68
T 2  375 26 3  70
T 2  105 11 21  71
T 3  -735 4862 11  72
T 3  -1665 2431 10  74
T 3  -25 13 3  76
T 3  -140 143 21  77
T 4  -84 4199 143  78
T 4  35 2431 11  80
T 4  1665 46189 10  82
T 4  50 663 3  84
T 4  14 429 21  85
ROW 0 4 10
T 1  -15 1 5  86
T 2  300 143 33  87
T 2  90 13 5  89
T 3  -147 2431 715  90
T 3  -1200 2431 33  92
T 3  -12 13 5  94
T 4  -63 4199 143  95
T 4  14 2431 715  97
T 4  1200 46189 33  99
T 4  8 221 5  101
ROW 0 5 10
T 1  75 4 11  193
T 2  75 52 6  194
T 2  -225 26 11  195
T 3  -105 442 91  196
T 3  -75 221 6  197
T 3  15 13 11  198
T 4  -36 4199 182  199
T 4  5 221 91  200
T 4  75 4199 6  201
T 4  -10 221 11  202
ROW 0 6 6
T 2  -225 52 13  88
T 3  -21 221 455  91
T 3  225 221 13  93
T 4  -6 4199 1547  96
T 4  2 221 455  98
T 4  -225 4199 13  100
ROW 1 -6 16
T 1  15 4 55  102
T 2  -15 104 2730  131
T 2  225 104 30  103
T 2  -45 26 55  104
T 3  -42 221 91  135
T 3  21 442 455  105
T 3  15 442 2730  137
T 3  -225 442 30  106
T 3  3 13 55  107
T 4  -3 4199 9282  141
T 4  3 4199 910  108
T 4  4 221 91  143
T 4  -1 221 455  109
T 4  -15 8398 2730  145
T 4  225 8398 30  110
T 4  -2 221 55  111
ROW 1 -5 16
T 1  -45 8 66  112
T 2  15 13 65  113
T 2  75 52 10  114
T 2  135 52 66  115
T 3  -63 442 91  116
T 3  147 884 78  117
T 3  -60 221 65  118
T 3  -75 221 10  119
T 3  -9 26 66  120
T 4  -6 4199 7735  121
T 4  21 8398 390  122
T 4  3 221 91  123
T 4  -7 442 78  124
T 4  60 4199 65  125
T 4  75 4199 10  126
T 4  3 221 66  127
ROW 1 -4 25
T 0  315 16 42  128
T 1  -75 8 30  102
T 1  -65 8 6  129
T 1  -35 2 42  130
T 2  555 572 55  103
T 2  -75 44 5  132
T 2  225 52 30  104
T 2  15 4 6  133
T 2  105 22 42  134
T 3  -21 9724 30030  105
T 3  3087 9724 22  136
T 3  -555 2431 55  106
T 3  75 187 5  138
T 3  -15 26 30  107
T 3  -1 2 6  139
T 3  -70 143 42  140
T 4  -6 4199 15015  108
T 4  21 4199 286  142
T 4  1 4862 30030  109
T 4  -147 4862 22  144
T 4  555 46189 55  110
T 4  -75 3553 5  146
T 4  5 221 30  111
T 4  1 51 6  147
T 4  7 429 42  148
ROW 1 -3 20
T 1  -15 8 10  112
T 1  15 4 30  150
T 2  -45 572 66  114
T 2  -60 13 3  152
T 2  45 52 10  115
T 2  -45 26 30  153
T 3  147 9724 1430  117
T 3  21 374 385  156
T 3  45 2431 66  119
T 3  240 221 3  157
T 3  -3 26 10  120
T 3  3 13 30  158
T 4  -105 8398 286  122
T 4  3 4199 30030  161
T 4  -7 4862 1430  124
T 4  -1 187 385  163
T 4  -45 46189 66  126
T 4  -240 4199 3  164
T 4  1 221 10  127
T 4  -2 221 30  165
ROW 1 -2 36
T 0  -315 16 35  128
T 0  -315 16 21  167
T 0  -945 16 14  168
T 1  55 4 5  129
T 1  5 2 210  169
T 1  35 2 35  130
T 1  35 2 21  170
T 1  135 4 14  171
T 2  -3105 1144 6  132
T 2  -5505 1144 2  172
T 2  -165 26 5  133
T 2  -15 13 210  173
T 2  -105 22 35  134
T 2  -105 22 21  174
T 2  -15 2 14  175
T 3  441 4862 165  136
T 3  126 2431 70  177
T 3  3105 4862 6  138
T 3  5505 4862 2  178
T 3  11 13 5  139
T 3  2 13 210  179
T 3  70 143 35  140
T 3  70 143 21  180
T 3  15 22 14  181
T 4  -21 4199 2145  142
T 4  45 4199 231  183
T 4  -21 2431 165  144
T 4  -12 2431 70  185
T 4  -3105 92378 6  146
T 4  -5505 92378 2  186
T 4  -22 663 5  147
T 4  -4 663 210  187
T 4  -7 429 35  148
T 4  -7 429 21  188
T 4  -3 143 14  189
T 5  945 32 14  190
ROW 1 -1 15
T 0  -315 16 21  149
T 1  20 1 3  150
T 1  35 2 21  151
T 2  -405 286 30  152
T 2  -120 13 3  153
T 2  -105 22 21  154
T 3  252 2431 154  156
T 3  810 2431 30  157
T 3  16 13 3  158
T 3  70 143 21  159
T 4  -18 4199 3003  161
T 4  -24 2431 154  163
T 4  -810 46189 30  164
T 4  -32 663 3  165
T 4  -7 429 21  166
ROW 1 0 16
T 0  945 16 15  1
T 1  15 1 1  2
T 1  -135 4 15  4
T 2  -15 26 105  5
T 2  -90 13 1  6
T 2  15 2 15  8
T 3  147 187 3  9
T 3  30 221 105  10
T 3  12 13 1  11
T 3  -15 22 15  13
T 4  -126 4199 110  14
T 4  -14 187 3  16
T 4  -30 4199 105  17
T 4  -8 221 1  18
T 4  3 143 15  20
T 5  -945 32 15  21
ROW 1 1 36
T 0  -315 16 35  22
T 0  -315 16 21  47
T 0  -945 16 35  23
T 1  5 1 35  24
T 1  20 1 3  48
T 1  35 2 35  25
T 1  35 2 21  49
T 1  135 4 35  26
T 2  -60 143 35  27
T 2  -405 286 30  50
T 2  -30 13 35  28
T 2  -120 13 3  51
T 2  -105 22 35  29
T 2  -105 22 21  52
T 2  -15 2 35  30
T 3  -189 2431 35  31
T 3  252 2431 154  53
T 3  240 2431 35  32
T 3  810 2431 30  55
T 3  4 13 35  33
T 3  16 13 3  56
T 3  70 143 35  34
T 3  70 143 21  57
T 3  15 22 35  35
T 4  198 4199 35  36
T 4  -18 4199 3003  58
T 4  18 2431 35  38
T 4  -24 2431 154  60
T 4  -240 46189 35  39
T 4  -810 46189 30  62
T 4  -8 663 35  40
T 4  -32 663 3  63
T 4  -7 429 35  41
T 4  -7 429 21  64
T 4  -3 143 35  42
T 5  945 32 35  43
ROW 1 2 36
T 0  -315 16 21  0
T 0  -315 16 35  65
T 0  -945 16 14  1
T 1  5 2 210  2
T 1  55 4 5  66
T 1  35 2 21  3
T 1  35 2 35  67
T 1  135 4 14  4
T 2  -5505 1144 2  5
T 2  -3105 1144 6  68
T 2  -15 13 210  6
T 2  -165 26 5  70
T 2  -105 22 21  7
T 2  -105 22 35  71
T 2  -15 2 14  8
T 3  126 2431 70  9
T 3  441 4862 165  72
T 3  5505 4862 2  10
T 3  3105 4862 6  74
T 3  2 13 210  11
T 3  11 13 5  76
T 3  70 143 21  12
T 3  70 143 35  77
T 3  15 22 14  13
T 4  45 4199 231  14
T 4  -21 4199 2145  78
T 4  -12 2431 70  16
T 4  -21 2431 165  80
T 4  -5505 92378 2  17
T 4  -3105 92378 6  82
T 4  -4 663 210  18
T 4  -22 663 5  84
T 4  -7 429 21  19
T 4  -7 429 35  85
T 4  -3 143 14  20
T 5  945 32 14  21
ROW 1 3 20
T 1  15 4 30  48
T 1  -15 8 10  86
T 2  -60 13 3  50
T 2  -45 572 66  87
T 2  -45 26 30  51
T 2  45 52 10  89
T 3  21 374 385  53
T 3  147 9724 1430  90
T 3  240 221 3  55
T 3  45 2431 66  92
T 3  3 13 30  56
T 3  -3 26 10  94
T 4  3 4199 30030  58
T 4  -105 8398 286  95
T 4  -1 187 385  60
T 4  -7 4862 1430  97
T 4  -240 4199 3  62
T 4  -45 46189 66  99
T 4  -2 221 30  63
T 4  1 221 10  101
ROW 1 4 25
T 0  315 16 42  65
T 1  -65 8 6  66
T 1  -75 8 30  193
T 1  -35 2 42  67
T 2  -75 44 5  68
T 2  555 572 55  194
T 2  15 4 6  70
T 2  225 52 30  195
T 2  105 22 42  71
T 3  3087 9724 22  72
T 3  -21 9724 30030  196
T 3  75 187 5  74
T 3  -555 2431 55  197
T 3  -1 2 6  76
T 3  -15 26 30  198
T 3  -70 143 42  77
T 4  21 4199 286  78
T 4  -6 4199 15015  199
T 4  -147 4862 22  80
T 4  1 4862 30030  200
T 4  -75 3553 5  82
T 4  555 46189 55  201
T 4  1 51 6  84
T 4  5 221 30  202
T 4  7 429 42  85
ROW 1 5 16
T 1  -45 8 66  86
T 2  75 52 10  87
T 2  15 13 65  88
T 2  135 52 66  89
T 3  147 884 78  90
T 3  -63 442 91  91
T 3  -75 221 10  92
T 3  -60 221 65  93
T 3  -9 26 66  94
T 4  21 8398 390  95
T 4  -6 4199 7735  96
T 4  -7 442 78  97
T 4  3 221 91  98
T 4  75 4199 10  99
T 4  60 4199 65  100
T 4  3 221 66  101
ROW 1 6 16
T 1  15 4 55  193
T 2  225 104 30  194
T 2  -15 104 2730  69
T 2  -45 26 55  195
T 3  21 442 455  196
T 3  -42 221 91  73
T 3  -225 442 30  197
T 3  15 442 2730  75
T 3  3 13 55  198
T 4  3 4199 910  199
T 4  -3 4199 9282  79
T 4  -1 221 455  200
T 4  4 221 91  81
T 4  225 8398 30  201
T 4  -15 8398 2730  83
T 4  -2 221 55  202
ROW 2 -6 13
T 1  -15 4 154  112
T 2  -75 104 210  114
T 2  45 26 154  115
T 3  -21 221 442  155
T 3  -21 442 182  117
T 3  75 442 210  119
T 3  -3 13 154  120
T 4  -3 4199 25194  160
T 4  -3 8398 910  122
T 4  2 221 442  162
T 4  1 221 182  124
T 4  -75 8398 210  126
T 4  2 221 154  127
ROW 2 -5 21
T 0  315 16 33  128
T 1  5 4 231  129
T 1  -35 2 33  130
T 2  105 104 130  131
T 2  -375 1144 770  132
T 2  -15 26 231  133
T 2  105 22 33  134
T 3  -21 221 39  135
T 3  -189 442 7  136
T 3  -105 442 130  137
T 3  375 4862 770  138
T 3  1 13 231  139
T 3  -70 143 33  140
T 4  -36 4199 442  141
T 4  -12 4199 91  142
T 4  2 221 39  143
T 4  9 221 7  144
